id,text,query
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_5_15,"Page 6 of 132 
 
Chapter 1: Non-compliance with certain provision of SEBI ICDR Regulations1 
 
1. Regulation 297 and 298 of ICDR Regulations, inter-alia, specify liability of a listed 
entity or any other person for contravention and actions which can be taken by the 
respective stock exchange, the revocation of such actions and consequences for 
failure to pay fine in the manner specified by SEBI. 
2. In pursuance of the above, for non -compliance with certain provisions of the ICDR 
Regulations, stock exchanges shall impose fines on the listed entities, as under: 
 
S. No.  Violation  Regulation  
/ Schedule  
Fine  
1.  Delay in completion of a bonus issue:  
(i) Within 15 days from the date of approval of 
the issue by its board of directors – in cases 
where shareholders’ approval for 
capitalization of profits or reserves for 
making the bonus issue is not required.  
(ii) Within 2 months from the date of the meeting 
of its board of directors wherein the decision","""SEBI ICDR Regulations non-compliance fines"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_88_40","Page 89 of 261 
 
ANNEXURE 7 
FORMAT FOR HOLDING PATTERN OF IDRs 
 
Distribution of IDR holding as on quarter ending [●] : 
 
Category of IDR holders  No. of IDR 
holders  
No of  
IDRs held  
Percentage of IDRs 
Held  
Promoter's holding     
Promoters*      
Non-Promoters Holding      
Institutional Investors     
Mutual Funds      
Banks/ Financial Institutions/ Insurance 
Companies   
   
Sub-Total     
Others     
Private Corporate Bodies     
Persons resident outside India  
- Individuals  
- Others  
   
Indian Public     
Any other (please specify)     
Sub-Total     
GRAND TOTAL     
* as may be applicable.   
 
Note 1: The name, number of IDRs held and percentage holding of entities / persons holding more 
than 1 percent of the IDRs issued by the listed entity shall be given under each head.   
 
Note 2: The listed entity shall provide the following details: (i) num ber of underlying equity shares of","""IDR holding pattern"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_258_45","52.  SEBI/HO/CFD/CMD1/
CIR/P/2020/159 
Grievance Resolution between listed entities and 
proxy advisers’ –Extension of timeline for 
implementation 
August 27, 
2020 
53.  SEBI/HO/CFD/CMD/C
IR/P/2020/242 e-Voting Facility Provided by Listed Entities December 9, 
2020 
54.  
SEBI/HO/CFD/CMD2/
CIR/P/2021/11 
Relaxation from compliance with certain provisions 
of the SEBI (Listing Obligations and Disclosure 
Requirements) Regulations, 2015 due to the 
CoVID -19 pandemic 
January 15, 
2021 
55.  
SEBI/HO/CFD/CMD1/
P/CIR/2021/556 
Relaxation from compliance with certain provisions 
of the SEBI (Listing Obligations Disclosure 
Requirements) Regulations, 2015 due to the 
CoVID-19 pandemic 
April 29, 2021 
56.  SEBI/HO/CFD/CMD-
2/P/CIR/2021/562 
Business responsibility and sustainability reporting 
by listed entities May 10, 2021 
57.  SEBI/HO/CFD/CMD-
2/P/CIR/2021/567 
Format of compliance report on Corporate 
Governance by Listed Entities May 31, 2021 
58.  
SEBI/HO/CFD/CMD1/","""SEBI circulars COVID-19 pandemic"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_131_0,"by the listed entity 
42.  March 16, 
2021 
SEBI/HO/CFD/DIL2/CIR/P/2021/2480/1/M Streamlining the process of IPOs 
with UPI in ASBA and redressal 
of investor grievances 
43.  June 02, 2021 SEBI/HO/CFD/DIL2/P/CIR/2021/570 Streamlining the process of IPOs 
with UPI in ASBA and redressal 
of investor grievances 
44.  May 30, 2022 SEBI/HO/CFD/DIL2/P/CIR/2022/75 Processing of ASBA applications 
in Public Issue of Equity Shares 
and Convertibles 
45.  April 20, 2022 SEBI/HO/CFD/DIL2/CIR/P/2022/51 Streamlining the Process of 
Public Issues and redressal of 
Investor grievances 
46.  April 05, 2022 SEBI/HO/CFD/DIL2/CIR/P/2022/45 Revision of UPI limits in Public 
Issue of Equity Shares and 
convertibles  
47.  June 21, 2023 SEBI Circular no. SEBI/HO/CFD/PoD -
2/P/CIR/2023/00094  
Master Circular for ICDR 
Regulations 
48.  August 09, 
2023 
SEBI/HO/CFD/TPD1/CIR/P/2023/140 Reduction of timelin e for listing 
of shares in Public Issue from 
existing T+6 days to T+3 days 
49.  February 06,","""SEBI circulars IPOs UPI ASBA investor grievances"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_0_1,"Page 1 of 28 
 
 
MASTER CIRCULAR 
 
 
SEBI/HO/ISD/ISD-PoD-2/P/CIR/2024/126                   September 23, 2024
  
                          
To  
 
1. All Recognized Stock Exchanges 
 
2. All Depositories 
 
3. All Listed Companies 
 
4. All Market Intermediaries (MIs) registered with SEBI under Section 12 of the SEBI Act, 
1992 
 
5. Fiduciaries as per Securities and Exchange Board of India (Prohibition of Insider 
Trading) Regulations, 2015  
 
Dear Sir/Madam, 
 
Sub: Master Circular on Surveillance of Securities Market 
 
1. Securities and Exchange Board of India (SEBI) has been issuing various circulars from time 
to time pertaining to effective surveillance of the securities market. A Master Circular in the 
form of a compilation of provisions of all the relevant circulars, was last issued on this subject 
on March 23, 2023. In order to ensure availability of consolidated information contained in all","""sebi master circular surveillance securities market"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_196_25","policy  
A zero liquid discharge system involves using advanced waste-
water treatment technologies to recycle, recover and then re -
use the treated waste-water; towards ensuring that there is not 
discharge of the waste-water to the environment. 
6.  Disclosure of air 
emissions 
Entities should disclose any contextual information necessary 
to understand how the data has been compiled, such as any 
standards, methodologies, assumptions and/or calculation 
tools used. 
 
7. Details of Scope 1 and 
Scope 2 greenhouse 
gas (GHG) emissions 
and GHG intensity 
1. The term ‘green-house gas’ covers the following gases: 
 Carbon dioxide (CO2) 
 Methane (CH4) 
 Nitrous oxide (N2O) 
 Hydrofluorocarbons (HFCs) 
 Perfluorocarbons (PFCs) 
 Sulphur hexafluoride (SF6) 
 Nitrogen trifluoride (NF3)","""greenhouse gas emissions disclosure"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_99_38,"Page 100 of 132 
 
 
 
Annexure XIII 
Name of the IPO ____________________ 
Banker to the Issue ____________________ 
Registrar to the Issue ____________________ 
 
APPLICATION FOR  RELEASE OF PROCESSING FEE TO BE MADE BY SCSB TO THE 
MERCHANT BANKERS NOT LATER THAN 30 DAYS FROM THE FINALIZATION OF BASIS OF 
ALLOTMENT (T+2) BY REGISTRAR TO THE ISSUE. 
Note: In order to claim the processing fee, all SCSBs are required to submit to the Merchant Bankers, 
with a copy to Registrar to the Issue, an application as per the format provided hereunder (complete 
with requisite information mentioned herein) not later than 30 days from T+3. 
 
Format of application to be submitted by an SCSB to Merchant Bankers for release of Processing Fee 
payable to the SCSB. 
 
 
1. We, [Name of the Bank], hold a valid certificate of registration as a Banker to an Issue under the 
SEBI (Bankers to an Issue) Regulations, 1994.  Our SEBI registration number is              valid 
up to           .","""SCSB processing fee application form"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_221_43","unit/division. In cases where the listed entity has made prior intimation of dat e of 
commencement of commercial production or operations, the listed entity shall be 
required to disclose details in case of postponement of the date of commencement.   
 
2. Any of the following events pertaining to the listed entity:  
 
2.1. Arrangements for strate gic, technical, manufacturing, or marketing tie -
up:    
a) Agreement / joint venture (JV) with companies:  
i. name of the entity(ies) with whom agreement/ JV is signed;  
ii. area of agreement/JV;  
iii. domestic/international;  
iv. share exchange ratio / JV ratio;  
v. scope of business operation of agreement / JV;  
vi. details of consideration paid / received in agreement / JV;   
vii. significant terms and conditions of agreement / JV in brief;","""listed entity disclosure requirements"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_82_28","Page 83 of 261 
 
t) Secretarial Compliance Report   
u) Materiality Policy as per Regulation 30(4)   
v) Disclosure of contact details of KMP who are authorized for the purpose of determining 
materiality as required under regulation 30(5) 
  
w) Disclosures under regulation 30(8)   
x) Statements of deviation(s) or variations(s) as specified in regulation 32   
y) Dividend distribution policy as specified in regulation 43A(1)   
z) Annual return as provided under section 92 of the Companies Act, 2013    
   
 Confirmation that the abov e disclosures are in a separate section as specified in regulation 
46(2) 
  
 Compliance with regulation 46(3) with respect to accuracy of disclosures on the website and 
timely updation 
  
 
II Annual Affirmations 
Particulars Regulation Number Compliance status 
(Yes/No/NA)refer note below 
Independent director(s) have been appointed in terms of specified criteria of  
‘independence’ and/or ‘eligibility’ 
16(1)(b) & 25(6)","""company compliance report"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_107_11","Page 108 of 261 
 
not a guarantee that an audit conducted in accordance with SAs will always detect a material 
misstatement when it exists. Misstatements can arise from fraud or error and are considered material 
if, individually or in the aggregate, they could reasonably be expected to influence the economic 
decisions of users taken on the basis of these consolidated financial results.   
As part of an audit in accordance with SAs, we exercise professional judgment and maintain 
professional skepticism throughout the audit. We also:  
• Identify and assess the risks of material misstatement of the consolidated financial results, 
whether due to fraud or error, design and perform audit procedures responsive to those risks, and 
obtain audit evidence that is sufficient and appropriate to provide a basis for our opinion. The risk 
of not detecting a material misstatement resulting from fraud is higher than","""audit risks material misstatement"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_38_21","without further authentication by ESPs for participating in the e-voting process. 
 
3. For the methods mentioned at paragraph 2.2 and 2.3 above, the depository shall validate 
the demat account holder through an OTP verification process before the demat account 
holders can access the websites of the Depositories. This will further enhance the security 
of the e-voting system. The authentication of shareholders would happen at the depository 
level and ESPs shall allow the demat account holders to cast their vote based on the 
validation carried out by the Depository. 
 
4. Depository shall send a confirmatory SMS to the shareholders that the vote has been cast 
based on the confirmation received from the ESP. 
                                                           
27 SEBI/HO/CFD/CMD/CIR/P/2020/242 dated December 9, 2020 and the implementation was in phases.","""e-voting authentication process"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_96_27,"Page 97 of 132 
 
 
17. SCSB shall be liable for all its omissions and commissions in discharging its responsibilities in the 
ASBA facility. 
 
(II) Role and Responsibilities of Registrar to the Issue 
Role and responsibilities of Registrar to the Issue shall include the following: 
1. Registrar to the Issue shall obtain the electronic bid data (including the Application Supported by 
Blocked Amount (ASBA) bid data) from the Stock Exchange(s) and match the DP ID, Client ID and PAN 
specified in the electronic bid file with the depository’s database,  for the purpose of acceptance of 
applications and finalisation of the basis of allotment. 
2. Registrar to the issue shall intimate before opening of the issue the basis of commission payable to 
SCSBs, the bid / issue opening and closing date/time, including details of revision in price band/ floor 
price/ bidding period, if any to SCSBs.","""ASBA facility responsibilities SCSB"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_146_49","Page 147 of 261 
 
10. Details of Review of NGRBCs by the Company:  
Subject for Review Indicate whether review was 
undertaken by Director / 
Committee of the Board/ 
Any other Committee 
Frequency 
(Annually/ Half yearly/ 
Quarterly/ Any other – please 
specify)  
 P 
1 
P 
2 
P 
3 
P 
4 
P     
5 
P 
6 
P 
7 
P      
8 
P      
9 
P 
1 
P 
2 
P 
3 
P 
4 
P     
5 
P 
6 
P 
7 
P      
8 
P      
9 
Performance against 
above policies and 
follow up action 
                  
Compliance with 
statutory requirements 
of relevance to the 
principles, and, 
rectification of any 
non-compliances 
                  
 
11. Has the entity carried out independent 
assessment/ evaluation of the working of 
its policies by an external agency? 
(Yes/No). If yes, provide name of the 
agency. 
P 
1 
P 
2 
P 
3 
P 
4 
P     
5 
P 
6 
P 
7 
P      
8 
P      
9 
         
 
12. If answer to question (1) above is “No” i.e. not all Principles are covered by a policy, reasons to 
be stated:","""NGRBCs company policies compliance principles"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_80_42,"electronic bidding system, through a we b-enabled interface,  for uploading details of ASBA  
(hereinafter referred to as “the Stock Exchange(s)”). 
(iii) We hereby confirm that we have completed the UPI 2.0 certification process with National 
Payments Corporation of India (NPCI) as an Issuer/Issuer & Acq uirer/Acquirer. We have also 
received a sign off from NPCI on same for go live and are interested to become an SCSB. The 
certification done and sign off received from NPCI consists of the cases inclusive ASBA use case. 
(iv) We have undertaken the mock trial run of our systems for ASBA, with the Stock Exchange(s) and 
Registrar(s) and have satisfied ourselves that we have adequate systems/ infrastructure in place 
at our Controlling Branch/ Designated Branches to fulfill our  responsibilities/ obligations as 
envisaged in the ASBA facility  within the timelines specified therein.  These responsibilities/ 
obligations, inter‐alia, include:","""electronic bidding system ASBA UPI 2.0 NPCI SCSB"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_46_39","Page 47 of 261 
 
Section VI-J: Relaxation from compliance with certain provisions of the LODR 
Regulations34 
 
1. Regulation 36(1)(b) of the LODR Regulations requires every listed entity to dispatch the hard 
copy of the  abridged annual report viz., a statement containing salient features of all the 
documents as prescribed in section 136 of the Companies Act, 2013 (financial statements, 
Board’s report, Auditor’s report etc.), to those shareholders who have not registered their email 
addresses. 
 
 
2. MCA,  vide  General  Circular  No.09/2023  dated  September  25,  2023,  has  extended  the 
relaxation from sending physical copies of financial statements (including Board’s report, 
Auditor’s report or other documents required to be attached therewith) to the shareholders, for 
the AGMs conducted till September 30, 2024. 
 
3. In view of the above, the applicability of regulation 36(1)(b) of the LODR Regulations is relaxed","""LODR Regulations relaxation compliance"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_86_7,"Page 87 of 132 
 
 
b. ASBA: Bank Account Number & Bank Name and Branch 
11. A co nfirmation by the Applicant (on behalf of joint bidders) that he /she has read, understood and 
agrees to such confirmations. 
12. Signature of First/Sole Applicant (with date). 
13. Signature of Account holder(s) upto 3 (in case of joint accounts) for ASBA. 
14. Authorization for necessary action by SCSBs for making the application. 
15. Broker/ SCSB / RTA / DP Stamp (Acknowledging upload of Bid in Stock Exchange System). 
16. Acknowledgement Slip for Broker / SCSB / RTA / DP 
a. 8 digit Application Number 
b. Bidders Depository Account Details – Single 16-digit field (consisting of DP ID and Client ID) 
c. PAN of First/Sole applicant 
d. Amount Blocked less discount (if any) in figures 
e. Payment Details (ASBA Bank Account No., Bank & branch) 
f. Received from Name, Telephone/Mobile and Email of Bidder 
g. Stamp & Signature of Banker 
17. Acknowledgement Slip for Bidder","""ASBA confirmation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_15_49","Opinion is expressed 
on the Quarterly and 
year to date financial 
results 
3.  C3 B3 Unaudited Quarterly Consolidated Independent 
Auditor’s Review 
Report on Review of 
Consolidated 
Unaudited Quarterly 
and Year to date 
Financial Results. 
                                                           
10CIR/CFD/CMD1/44/2019 dated March 29, 2019 and CIR/CFD/CMD1/ 80 /2019 dated July 19, 2019 . 
 
The formats for limited review and audit reports were prescribed vide the circular CIR/CFD/CMD/1 5/2015 dated 
November 30, 2015 and revised vide circular dated March 29, 2019 (effective April 1, 2019) after implementation 
of the Kotak Committee  recommendations. The formats were further revised vide circular dated July 19, 2019 
(except C3 and B3) due to revision in the Standards on Auditing and the revised formats were effective for the 
financial results for the quarter ended September 30, 2019 and thereafter.","""quarterly financial results 2019"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_73_10","Page 74 of 261 
 
(B)(2) + 
(B)(3) + B(4) 
Details of the shareholders acting as persons in Concert including their Shareholding (No. and %): 
Details of Shares which remain unclaimed may be given here along with details such as  number of shareholders, outstanding shares held in demat/unclaimed suspense account, voting rights 
which are frozen etc. 
Note: 
(1) PAN would not be displayed on website of Stock Exchange(s). 
(2) The above format needs to be disclosed along with the names of the shareholders holding 1% or more than 1% of shares of the listed entity. Column no. (XIII) is not applicable in the above format. 
(3) W.r.t. the information pertaining to Depository Receipts, the same may be disclosed in the respective columns to the extent information available and the balance to be disclosed as held by custodian.","""shareholders concert details"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_63_13,"10 
Security Type (no. of securities) Option - Equity/Warrant/Convertible/NCD + 
warrants/Convertible other than warrants  – (No. 
of securities) 
11 
Security Type (amount to be raised) Option - Equity/Warrant/Convertible/NCD + 
warrants/Convertible other than warrants  – 
(Amount) 
12 Consideration Option - Cash/conversion of Loan/Acquisition of 
Assets/other  
13 Terms of Payment  % of payment on application (100/25/other 
specify) 
14 Name of Merchant Banker, if any Name 
     
     
Listing Stage","""ipo procedure in india"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_205_45","Page 206 of 261 
Annexure 17A 
Format of BRSR Core  
 
Sr. 
No. Attribute Parameter Measurement Data & Assurance Approach Cross – reference 
to the BRSR 
1 
Green-house gas 
(GHG) footprint 
 
Greenhouse gas 
emissions may be 
measured in 
accordance with 
the Greenhouse  
Gas Protocol: A 
Corporate 
Accounting and 
Reporting 
Standard 
Total Scope 1 emissions (Break-up 
of the GHG into CO2, CH4, N2O, 
HFCs, PFCs, SF6, NF3, if available) 
GHG (CO 2e) Emission in 
Mn MT / KT / MT  
Direct emissions from 
organization’s owned - or 
controlled sources 
 
1. Absolute Fossil Fuel (Coal, Natural 
Gas, Diesel, FO etc.) Consumption 
(Mn MT / KT / MT / MM BTU etc.) 
2. Emission Factor (GHG in CO 2e / Unit 
of Measure) - IPCC or Actual Testing 
from Accredited Test Lab 
3. Quantity of Carbon Capture (Mn MT / 
KT / MT) 
4. GHG emissions in CO2 equivalent by 
process (Non -Fuel Source) (Mn MT / 
KT / MT / MM BTU) 
5. Fugitive emissions 
6. Total Scope 1 GHG Emissions: Point 2","""greenhouse gas protocol corporate accounting and reporting standard"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_126_37,"banks before 1 pm on T day. 
Bid Modification From Issue opening date up to 5 pm on T day  
Validation of bid details with 
depositories 
From Issue opening date up to 5 pm on T day 
Reconciliation of UPI mandate 
transactions (Based on the 
guidelines issued by NPCI from 
time to time): 
 
Among Stock E xchanges – 
Sponsor Banks – NPCI and NPCI 
– PSPs/TPAPs** – Issuer Banks;  
 
Reporting formats of bid 
information, UPI analysis report 
and compliance timelines. 
On Daily basis  
 
 
 
 
 
 
 
Merchant Bankers to submit to SEBI, as and when sought. 
UPI Mandate acceptance time T day – 5 pm 
Issue Closure T day – 4 pm for QIB and NII categories 
T day – 5 pm for Retail and other reserved categories 
Third party check on UPI 
applications 
On daily basis and to be completed before 9:30 AM on T+1 
day. 
Third party check on N on-UPI 
applications. 
On daily basis and to be completed before 1 pm on T+1 
day. 
Submission of final 
certificates: 
-For UPI from Sponsor Bank","""SEBI UPI mandate acceptance timing"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_8_19,"derivative instruments i.e. Futures and Options of the listed company (wherever 
applicable) and listed debt securities of equity listed companies by the Entities.  
 
3.3.4. The procedure for implementation of the system driven disclosures is provided at 
Annexure 3. 
 
3.3.5. The depositories and stock e xchange(s) shall make necessary arrangements 
such that the disclosures pertaining to PIT Regulations are disseminated on the 
websites of respective stock exchange(s). 
 
3.3.6. As currently done, the disclosures generated through the system shall be 
displayed separately from the regular disclosures filed with the stock 
exchange(s). 
 
3.3.7. The listed companies who have complied with the aforesaid requirements under 
various provisions of  3.3, t he manual filing of disclosures as required under 
Regulation 7(2) (a) & (b) of PIT Regulations is no longer mandatory.","""derivative instruments pit regulations"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_2_10,"Annexure XIII ................................ ................................ ................................ ........................  100 
Annexure XIV ................................ ................................ ................................ ........................  104 
Annexure XV ................................ ................................ ................................ .........................  106 
Annexure XVI ................................ ................................ ................................ ........................  113 
Annexure XVII ................................ ................................ ................................ ....................... 118","""Annexure"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_33_0,"shall submit the confirmation on the same, to Lead Managers and RTA, not 
later than T+2. Such report shall be submitted as per the format prescribed 
in Annexure XX60. 
13.11. SCSBs failing to provide the details as per    Annexure XX to Lead Managers/RTI, 
not later than T+2 shall be liable to face appropriate action under Securities 
Laws. In order to provide an efficient redressal mechanism for complaints 
from investors pertaining to Block/Unblock of funds, to protect t he interests of 
investors and to avoid any opportunity loss, the compensation str ucture as 
prescribed in Annexure XXI shall be applicable. SCSBs shall compensate all 
                                              
 
58 SEBI Circular no. SEBI/HO/CFD/DIL2/P/CIR/2021/2480/1/M dated March 16, 2021 
59 SEBI Circular no. SEBI/HO/CFD/DIL2/P/CIR/2021/2480/1/M dated March 16, 2021 
60 SEBI Circular no. SEBI/HO/CFD/DIL2/CIR/P/2022/51 dated April 20, 2022","""SEBI circular confirmation submission"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_6_14,"website), is confirmed to the stock exchanges, immediately. 
 
3.1.2.2. A company deals with onl y such market intermediary / every other 
person, who is required to handle UPSI, who have formulated a code of 
conduct as per the requirements of PIT Regulations.","""UPS information handling regulations"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_104_48","Page 105 of 261 
 
conclusion on the Statement, in so far as it relates to the amounts and disclosures included 
in respect of these subsidiaries, associates and joint ventures, is based solely on the reports 
of the other auditors and the procedures performed by us as stated in paragraph 3 above. 
 
 Our conclusion on the Statement is not modified in respect of the above matters.51 
 
8. The consolidated unaudited financial results in cludes the interim financial statements/ 
financial information/ financial results of ______ subsidiaries which have not been 
reviewed/audited by their auditors, whose interim financial statements/ financial information/ 
financial results reflect total asse ts52 of Rs.________as at ________and total revenue of 
Rs._____and Rs.______, total net profit/(loss) after tax of Rs.______and Rs.______ and 
total comprehensive income / loss of Rs._______and Rs.______for the quarter ended","""unaudited financial statements subsidiaries"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_101_44,"credit/ IMPS/ RTGS/ 
NEFT etc.) 
            
 
Schedule II - Format for provision of information on compensation for blocking of multiple 
amounts for the same UPI Application 
 
 
 
 
 
 
S.No. 
 
 
 
 
Issuer 
Name 
 
 
 
 
Applicant 
Name 
 
 
 
 
Application 
No. 
Mode of 
ASBA 
application 
submission 
(Bank, Online, 
UPI (online), 
UPI (offline, if 
any) – as 
provided 
by RTI) 
 
Total 
cumulative 
blocked amount 
less the original 
application 
amount (Rs.) 
 
 
 
 
Date of receipt of 
complaint 
(DD/MM/YYYY) 
 
 
 
Date on which 
multiple amounts 
were blocked 
(DD/MM/YYYY) 
 
 
 
 
Date of Actual 
Unblock 
(DD/MM/YYYY) 
 
 
 
 
Compensation 
paid by SCSB 
(Rs.) 
 
 
 
Date of payment of 
Compensation by 
SCSB (DD/MM/YYYY) 
 
 
Mode of payment of 
Compensation (direct 
credit/ IMPS/ RTGS/ 
NEFT etc.) 
            
 
Schedule III - Format for provision of information on compensation for b locking more 
amount than the application amount 
 
 
 
 
 
 
 
S.No. 
 
 
 
 
 
Issuer","""credit payment modes"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_115_0","and presentation of the standalone Financial Results that give a true and fair view and are free from 
material misstatement, whether due to fraud or error.  
In preparing the standalone Financial Results, the Board of Directors are responsible for assessing 
the Bank’s ability to continue as a going concern, disclosing, as applicable, matters rel ated to going 
concern and using the going concern basis of accounting unless the Board of Directors either intends 
to liquidate the Bank or to cease operations, or has no realistic alternative but to do so.   
The Board of Directors are also responsible for overseeing the Bank’s financial reporting process.  
Auditor’s Responsibilities for the Audit of the Standalone Financial Results  
 
Our objectives are to obtain reasonable assurance about whether the standalone  Financial Results 
as a whole are free from material misstatement, whether due to fraud or error, and to issue an auditor’s","""financial results audit"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_34_3,"are no pending complaints pertaining to block/unblock of UPI bids, receiving 
the c onfirmation on c ompletion of Unblocks from Sponsor Banks/SCSBs and 
Annexure XX from RTI/SCSBs. 
13.15. The provisions mentioned under para 13 of this circular shall become part of the 
offer documents, DRHP and RHP.62 
                                              
 
61 SEBI Circular no. SEBI/HO/CFD/DIL2/CIR/P/2022/51 dated April 20, 2022 
62 SEBI Circular no. SEBI/HO/CFD/DIL2/CIR/P/2022/51 dated April 20, 2022","""SEBI UPI block unblock complaints"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_42_24,"Name of Credit Rating Agency and 
the rating or grading obtained, if 
any 
 
Name of Debenture trustee, if any.  
Self-Certified Syndicat e Banks The list of banks is availa ble on 
https://www.sebi.gov.in/sebiweb/home/list/5/33/0/0/Intermediaries 
Non-Syndicat e Registered 
Brokers 
You can submit Bid cum Applicati on Forms in the Issue to Non 
Syndicat e Registered Brokers at the Non Syndicat e Broker Centres.  
For  further detail s, see secti on title d “Issue Procedure” beginning 
at page XX of the RHP","""credit rating agency"""
