id,text,query
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_164_38","Total volume of water consumption (in 
kilolitres)  
  
Water intensity per rupee of turnover 
(Total water consumption / Revenue from 
operations) 
  
Water intensity per rupee of turnover 
adjusted for Purchasing Power Parity 
(PPP) 
(Total  water consumption / Revenue from 
operations adjusted for PPP) 
  
Water intensity in terms of physical 
output 
  
Water intensity (optional) – the relevant 
metric may be selected by the entity 
  
Note: Indicate if any independent assessment/ evaluation/assurance has been carried out by an external agency? 
(Y/N) If yes, name of the external agency.","""water intensity"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_126_0","accounting policies; making judgments and estimates that are reasonable and prudent; and design, 
implementation and maintenance of adequate internal financial controls that were operating 
effectively for ensuring accuracy and completeness of the accounting records, relevant to the 
preparation and presentation of the consolidated Financial Results that give a true and fair view and 
are free from material misstatement, whether due to fraud or error which have been used for the 
purpose of preparation of the consolidated financial results by the Directors of the Bank, as aforesaid.  
In preparing the consolidated Financial Results, the respective Board of Directors of the entities 
included in the Group and of its associates and jointly controlled entities are responsible for 
assessing the ability of the Group and of its associates and jointly cont rolled entities to continue as 
a going concern, disclosing, as applicable, matters related to going concern and using the going","""accounting policies and internal financial controls"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_2_11","provisioning by banks 
31 
V-D Resignation of statutory auditors from listed entities and 
their material subsidiaries 
32-34 
VI  OTHER OBLIGATIONS AND DISCLOSURE 
REQUIREMENTS 
 
VI-A Manner of achieving minimum public shareholding 35-37 
VI-B Format for submission of voting results 38 
VI-C e-voting facility provided by listed entities 39-40 
VI-D Guidance Note on Board Evaluation by listed entities  41 
VI-E Disclosures regarding commodity risks by listed entities 42 
VI-F Standard Operating Procedures for dispute resolution 
available under the stock exchange arbitration mechanism 
for disputes between a listed entity and its 
shareholder(s)/investor(s) 
43","""provisioning by banks + V-D statutory auditors + VI compliance requirements"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_249_18","independence of the Committee is ensured from the Board   
 
e. Contribution to decisions of the Board: Whether the Committee’s 
recommendations contribute effectively to decisions of the Board.  
 
C. Individual Directors and Chairperson (including Chairperson, CEO, Independent 
Directors, Non-independent directors, etc.) 
General 
a. Qualifications: Details of professional qualifications of the member  
b. Experience: Details of prior experience of the member, especially the experience 
relevant to the entity 
c. Knowledge and Competency: 
i. How the person fares across different competencies as identified for effective 
functioning of the entity and the Board (The entity may list various 
competencies and mark all directors against every such competency) 
ii. Whether the person has sufficient understanding and knowledge of the entity 
and the sector in which it operates 
d. Fulfillment of functions:  Whether the person understands and fulfills the","""Independent committee board director qualifications"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_103_0,"post issue merchant bankers through Registrar to an issue. 
5. We are responsible for any omission or commission on our part while discharging our 
role as envisaged in the ASBA facility. 
6. We have identified the following official of our bank as the nodal officer for the 
purpose of UPI in ASBA facility:","""ASBA facility merchant bankers Registrar"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_101_44,"credit/ IMPS/ RTGS/ 
NEFT etc.) 
            
 
Schedule II - Format for provision of information on compensation for blocking of multiple 
amounts for the same UPI Application 
 
 
 
 
 
 
S.No. 
 
 
 
 
Issuer 
Name 
 
 
 
 
Applicant 
Name 
 
 
 
 
Application 
No. 
Mode of 
ASBA 
application 
submission 
(Bank, Online, 
UPI (online), 
UPI (offline, if 
any) – as 
provided 
by RTI) 
 
Total 
cumulative 
blocked amount 
less the original 
application 
amount (Rs.) 
 
 
 
 
Date of receipt of 
complaint 
(DD/MM/YYYY) 
 
 
 
Date on which 
multiple amounts 
were blocked 
(DD/MM/YYYY) 
 
 
 
 
Date of Actual 
Unblock 
(DD/MM/YYYY) 
 
 
 
 
Compensation 
paid by SCSB 
(Rs.) 
 
 
 
Date of payment of 
Compensation by 
SCSB (DD/MM/YYYY) 
 
 
Mode of payment of 
Compensation (direct 
credit/ IMPS/ RTGS/ 
NEFT etc.) 
            
 
Schedule III - Format for provision of information on compensation for b locking more 
amount than the application amount 
 
 
 
 
 
 
 
S.No. 
 
 
 
 
 
Issuer","""block multiple amounts compensation format"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_120_24","referred to as “the Group”), its associates and jointly controlled entities for the quarter ended 
_____and for the period from_____ to______ (“the Statement”), being submitted by the Bank 
pursuant to the requirement of Regulation 33 of the SEBI (Listing Obligations and Disclosure 
Requirements) Regulations, 2015, as amended (“ LODR Regulations”)95 except for the disclosures 
relating to consolidated Pillar 3 disclosure as at _________, including leverage ratio and liquidity 
coverage ratio under Basel III Capital Regulations as have been disclosed on the Bank's website 
and in respect of which a link has been provided in the Financial Results and have not been audited 
by us. Attention is drawn to the fact that the consolidated Financial Results/Financial information for 
the corresponding quarter ended ____ and the corresponding period fro m______ to______, as 
reported in these Financial Results have been approved by the Bank’s Board of Directors but have","""quarterly financial results"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_20_42,"Page 21 of 28 
 
7. The depositories shall provide the following data pertaining to the tagged 
Demat account(s) separately to the stock exchanges on daily basis: 
 Details of transactions for pledge/revocation/invocation of shares and 
other encumbrances such as Non-Disposal Undertakings (NDUs) etc. 
of the entities. 
 Details of off market transactions of the entities. 
 Details of transmission of shares of the entities.  
 Details of corporate actions such as ESOPs, Bonus, Rights, etc. of 
the entities 
 Additionally, details of market t ransfers in case of PAN Exempt 
entities. 
 
8. Based on the PAN information provided by the depositories, on daily basis, the 
stock exchanges will identify the transactions carried out on their trading system 
by the entities in the equities and equity derivativ e instruments (wherever 
applicable) of the listed company/permitted to trade on the stock exchange(s), 
and listed debt securities of equity listed companies.","""demat account transactions"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_146_49","Page 147 of 261 
 
10. Details of Review of NGRBCs by the Company:  
Subject for Review Indicate whether review was 
undertaken by Director / 
Committee of the Board/ 
Any other Committee 
Frequency 
(Annually/ Half yearly/ 
Quarterly/ Any other – please 
specify)  
 P 
1 
P 
2 
P 
3 
P 
4 
P     
5 
P 
6 
P 
7 
P      
8 
P      
9 
P 
1 
P 
2 
P 
3 
P 
4 
P     
5 
P 
6 
P 
7 
P      
8 
P      
9 
Performance against 
above policies and 
follow up action 
                  
Compliance with 
statutory requirements 
of relevance to the 
principles, and, 
rectification of any 
non-compliances 
                  
 
11. Has the entity carried out independent 
assessment/ evaluation of the working of 
its policies by an external agency? 
(Yes/No). If yes, provide name of the 
agency. 
P 
1 
P 
2 
P 
3 
P 
4 
P     
5 
P 
6 
P 
7 
P      
8 
P      
9 
         
 
12. If answer to question (1) above is “No” i.e. not all Principles are covered by a policy, reasons to 
be stated:","""NGRBCs company review"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_90_47","12. The periodicity for IDR fungibility shall be at least once every quarter. The fungibility window shall 
remain open for the period of at least seven days.  
 
13. Provided that the option once exercised and disclosed by the issuer to public cannot be changed 
without the specific approval of SEBI. However, the issuer may decide to exercise the option 
provided in para 21 below without specific approval from SEBI.  
 
14. Total number of IDRs available for fungibility during one fungibility window shall be fixed before the 
opening of the window. Re -issuances of IDRs during the fungibility window, if any, shall be 
considered for computation of Headroom only a t the time of next cycle of fungibility. Fungibility 
window for this purpose shall mean the time period during which IDR holders can apply for 
conversion of IDRs into underlying equity shares.  
 
15. In case of requests for conversion in excess of the limit ava ilable, the manner of accepting IDRs","""IDR fungibility rules and regulations"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_20_2,"bank to block the application money in a bank account” 
2. Applicability of ASBA 13: ASBA process is applicable in case of both Public Issue and 
Rights Issue. All investors (Retail, QIBs, NIIs etc.) / shareholders are eligible to apply 
through ASBA. All the investors / shareh olders making application in public issue / rights 
issue shall use ASBA facility for making payment i.e. mention their bank account number 
and authorise the bank to make payment in case of allotment by signing the application 
forms, thus obviating the need  of writing the cheques. In this regard, disclosures shall be 
made in the offer document such as in issue procedure section as part of payment 
instructions. 
3. SCSBs in ASBA14 
3.1. Definition: SCSB has the same meaning as given to it in clause (aaa) of sub -
regulation (1) of regulation 2 of the ICDR Regulations 2018, i.e. 
“Self-certified syndicate bank” means a banker to an issue registered with the Board, 
which offers the facility of ASBA”","""ASBA process for public and rights issue in India"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_227_9","Page 228 of 261 
f) Subsequently, the listed entity shall inform the stock exchange(s), the actual 
impact (monetary or otherwise) along with corrective actions taken by the listed 
entity pursuant to the withdrawal, cancellation or suspension of the key license/ 
approval.   
 
13. Delay or default in the payment of fines, penalties, dues, etc. to any regulatory, 
statutory, enforcement or judicial authority: 
a) name of the authority; 
b) details of fines, penalties, dues, etc. including amount; 
c) due date of payment; 
d) reasons for delay or default in payment; 
e) impact on financial, operation or other activities of the listed entity, quantifiable 
in monetary terms to the extent possible. 
 
In addition to the above, details of payment including date of payment and amount paid 
shall be disclosed upon payment of the fines, penalties, dues, etc. 
 
C. Details which a listed entity need to disclose in terms of Para C of Part A of Schedule III 
of LODR Regulations.","""listed entity disclosure requirements"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_251_25","• Areas of improvement including training, skill building, etc. as may be required for Board 
members    
• List of actions required detailing:  
o Nature of actions  
o Timeline  
o Person responsible for implementation   
o Resources required, etc.   
• Review of the actions within a specific time period   
 
The action plan may be prepared by the Board in a comprehensive manner. Suggestions 
under the external assessment, individual member feedback, etc. may be taken into account 
while drafting the action plan.","""board action plan development"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_87_39","whatever name called) or security provided in connection with any loan or any other form of debt;  
a) by a government company to/ for the Government or government company   
b) by the listed entity to/for its subsidiary [and joint -venture company] whose accounts are 
consolidated with the listed entity. 
c) by a banking company or an insurance company; and 
d) by the listed entity to its employees or directors as a part of the service conditions 
 
2. If the Listed Entity would like to provide any other information, the same may be indicated as Para D 
in the above table.","""debt security disclosure guidelines"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_91_17,Page 92 of 132,"""Page 92"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_95_15","viii. While the principal auditor should consider the significant findings of the other auditor, 
he may consider it appropriate to discuss with the other auditor and the management 
of the component, the audit findings or other matters affecting the financial information 
of the components. He may also decide that supplemental tests of the records or the 
financial statements of the component are necessary. Such tests may, depending 
upon the circumstances, be performed by the principal auditor or the other auditor. 
 
ix. When the principal auditor concludes that the financial information of a component is 
immaterial, the procedures outlined in SA 600 do not apply. When several 
components, immaterial in themselves, are together material in relation to the financial 
information of the entity as a whole, the procedures outlined in SA 600 should be 
considered. 
 
x. Obtain Management Representations including those relating to the Consolidated 
Financial Statements / Results.","""auditor procedures for component financial information"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_24_18,"Stock Exchanges, RTAs and Merchant Bankers for public issues, shall be applicable 
mutatis mutandis to rights issue also.33 
6. Application-cum-Bidding Form and Manner of Disclosure34 
6.1. There shall be a single standardized Application -Cum-Bidding-Form for investors. 
The full text of data fields required in Application -Cum-Bidding-Form is given at 
Annexure X35 and an illustrative format for Appl ication-Cum-Bidding-Form is given 
at Annexure XI36. A gist of major changes is given below:37 
6.1.1. the placement of the data fields has been done keeping in mind the ease of 
reference to investors/intermediaries for identification of name of the issue. 
6.1.2. company specific information is now included in abridged prospectus. 
6.1.3. information / instruction(s) which are required to fill the form have been placed 
overleaf of the Appli cation Form. Remaining information / instruction(s) which 
are generic in nature have been inco rporated in General Information 
Document","""rights issue application form"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_80_23","VI. Affirmations 
1. The composition of Board of Directors is in terms of SEBI (Listing obligations and disclosure requirements) R egulations, 2015. 
2. The composition of the following committees is in terms of SEBI (Listing obligations and  disclosure requirements) Regulations,2015 
a. Audit Committee 
b. Nomination & remuneration committee 
c. Stakeholders relationship committee 
d. Risk management committee (applicable to the top 1000 listed entities) 
3. The committee members have been made aware of their powers, role and responsibilities as specified in SEBI (Listing obligatio ns and disclosure requirements) 
Regulations,2015. 
4. The meetings of the board of directors and the above committees have been conducted in the manner as specified in SEBI (Listing obligations and disclosure  
requirements) Regulations,2015. 
5. This report and/or the report submitted in the previous quarter has been placed before Board of Di rectors. Any comments/observations/advice of Board of","""SEBI regulations composition board of directors committees"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular on Surveillance of Securities Market.pdf_26_6,"regarding violations of SEBI (PIT) 
Regulations, 2015 relating to Code 
of Conduct  
8 09-Sep-20 SEBI/HO/ISD/CIR/P/P/2020/168 Automation of Continual 
Disclosures under Regulation 7(2) 
of SEBI (Proh ibition of Insider 
Trading) Regulations, 2015 - 
System driven disclosures 
9 09-Feb-21 SEBI/HO/ISD/CIR/P/P/2021/19 Revised disclosure formats under 
Regulation 7 of SEBI (Prohibition of 
Insider Trading) Regulations, 2015 
10 16-Jun-21 SEBI/HO/ISD/ISD/CIR/P/2021/578 
 
Automation of Continual 
disclosures under Regulation 7(2) 
of SEBI (Prohibition of Insider 
Trading) Regulations, 2015 - 
System driven disclosures for 
inclusion of listed Debt Securities. 
11 13-Aug-21 SEBI/HO/ISD/ISD/CIR/P/2021/617 Automation of Continual 
Disclosures under Regulation 7(2) 
of SEBI Prohibition of  Insider 
Trading) Regulations, 2015 - 
System driven disclosures - Ease 
of doing business.","""SEBI insider trading regulations 2015"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_6_16","Page 7 of 261 
 
CHAPTER I: UNIFORM LISTING AGREEMENT 
Section I-A: Uniform Listing Agreement3 
 
1. The requirement of executing a listing agreement with the Stock Exchange is specified under 
different regulations related to initial issuance of capital, the details of which are asunder: 
 
Type of 
Securities 
Regulation Regulation No. 
Specified Securities 
(Equity & Conver tible 
Securities on Main Board 
or SME or IGP) or Indian 
Depository Receipts 
Securities and Exchange Board of India 
(Issue of Capital and Disclosure 
Requirements) Regulations, 2018  
Regulations 7(1)(a), 
62(1)(a), 104(1)( a), 
183 ( 3)(a) and 
230(1)(a) read wit h 
Schedule XIX  
Non-Convertible 
Securities 
Securities and Exchange Board of India 
(Issue and Listing of Non -Convertible 
Securities) Regulations, 2021  
Regulation 19 
Securitised Debt 
Instruments 
Securities and Exchange Board of India 
(Issue and Listing of Securi tised Debt 
Instruments and Security Receipts) 
Regulations, 2008","""uniform listing agreement securities and exchange board of india"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_11_29,"documents in physical form with SE BI under the provisions of LODR Regulations 
2015 shall simultaneously file the same online through SEBI Intermediary Portal at 
https://siportal.sebi.gov.in. 
1.4 Link for SEBI Intermediary Portal is also available on  SEBI website - 
www.sebi.gov.in. In case of any queries and clarifications, users may refer to the 
manual provided in the portal or contact the Portal Helpline at +9122 -26449364 or 
email at portalhelp@sebi.gov.in. 
2. Guidelines for returning of draft offer document and its resubmission5 
2.1 In order to ensure completeness of the offer document for investors and provide 
greater clarity & consistency in the disclosures and for timely processing, it was 
decided to issue ‘ Guidelines for returning of draft offer document and its 
resubmission’. 
2.2 Accordingly, the draft offer document shall be scrutinized based on the broad 
guidelines and such documents which are not compliant with the instructions","""SEBI regulations 2015 LODR"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_53_13","8.2. Simultaneously, the recognized stock exchange(s) shall give 10 days prior public notice to 
investors before moving the scrip to ""Z"" category or while moving the scrip out of ""Z"" category. 
While issuing the notice, the recognized stock exchange(s) shall intimate the other recognized 
stock exchange(s) where the shares of the non-compliant entity are listed. 
 
8.3. If the non -compliant listed entity complies with  respective requirement(s) two working days 
before the proposed date of movement of the scrip to “Z” category, the scrip shall not be moved 
to “Z” category and the concerned recognized stock exchange(s) shall give a public notice on 
its website informing c ompliance by the listed entity. While issuing the said notice, the 
recognized stock exchange(s) shall send intimation of notice to other recognized stock 
exchange(s) where the shares of the entity are listed 
 
8.4. The recognised stock exchange(s) shall move bac k the scrip of the listed entity from ""Z""","""stock exchange notice Z category non-compliant entity"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_38_19","not only facilitating seamless authentication but also enhancing ease and convenience of 
participating in e -voting process. The following o ptions shall be provided to the 
shareholders: 
 
2.1. Direct registration with Depositories  – Shareholders can register directly with the 
depository. Depositories shall allow login through registered Mobile number / E -mail 
based One Time Password (OTP) verification as an alternate to login through 
username and password. Shareholders would be able to access the e -voting page of 
various ESPs through the websites of the Depositories without further authentication 
by ESPs for participating in the e-voting process. 
 
2.2. Through Depository Participants - Shareholders would be able to access the e -voting 
page of various ESPs through the link provided on the websites of the Depositories 
Participants. The shareholders  would be routed to the webpage of the respective","""e-voting registration options"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_223_47","Page 224 of 261 
4.1. Awarding of order(s)/contract(s): Only important terms and conditions which 
may be as under needs to be disclosed: 
a) name of the entity to which order(s)/contract(s) is awarded;  
b) whether order(s) / contract(s) is awarded to domestic/ international entity   
c) significant terms and conditions of order(s)/contract(s) awarded, in brief;  
d) time period, if any, associated with the order(s)/contract(s);  
e) broad commercial consideration or size of the order(s)/contract(s);  
f) whether the promoter/ promoter group/group companies have any interest 
in that entity to whom the order(s)/contract(s) is awarded? If Yes, nature 
of interest and details thereof;   
g) whether the same would fall within related party transactions? If yes, 
whether the same is done at “arm’s length”.  
 
4.2. Bagging/Receiving of orders/contracts: Only important terms and conditions 
which may be as under needs to be disclosed:","""awarding of orders contracts terms and conditions"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_127_2","Page 128 of 261 
 
The respective Board of Directors of the entities included in the Group and of its associates and 
jointly controlled entities are responsible for overseeing the financial reporting process of the Group 
and of its associates and jointly controlled entities.  
Auditor’s Responsibilities for the Audit of the Consolidated Financial Results  
 
Our objectives are to obtain reasonable assurance about whether the consolidated Financial Results 
as a whole are free from material m isstatement, whether due to fraud or error, and to issue an 
auditor’s report that includes our opinion. Reasonable assurance is a high level of assurance, but is 
not a guarantee that an audit conducted in accordance with SAs will always detect a material 
misstatement when it exists. Misstatements can arise from fraud or error and are considered material 
if, individually or in the aggregate, they could reasonably be expected to influence the economic","""auditor's responsibilities in financial reporting"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_236_35","material price movement.  
1.3. The adjusted VWAP for the look back period shall be calculated based on 
the adjusted daily WAP calculated as mentioned at para 1.1 and 1.2 above, 
and as illustrated below. 
2. Illustration for calculation of VWAP under the above proposed framework in case 
of preferential issue to qualified institutional buyers (QIBs) under SEBI (Issue of 
Capital and Disclosure Requirements) Regulations, 2018 is given in the table 
below: 
Table 1: Illustration for calculation of VWAP
Trading 
Day 
(A) 
Daily 
WAP  
(B) 
Adjusted 
Daily WAP 
(C) 
No. of 
Shares 
traded (D) 
Remarks 
(E) 
20-Jul 1,045.06  1,045.06  47,004    
21-Jul 1,053.26    1,053.26  24,750    
24-Jul 1,047.07  1,047.07  37,262  T-10 
25-Jul 1,054.90  1,054.90  15,000    
26-Jul 1,060.76  1,060.76  44,519    
27-Jul 1,164.47  1,060.76  7,60,853  Date of material price movement 
28-Jul 1,173.45  1,060.76  2,38,320  Date of rumour confirmation","""VWAP calculation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_79_21","Number of independent 
directors present* 
 
Maximum gap between any 
two consecutive meetings (in 
number of days) 
  Yes / No    
* to be filled in only for the current quarter meetings 
 
IV. Meeting of Committees 
Date(s) of meeting of the 
committee in the relevant 
quarter 
Whether 
requirement of 
Quorum met 
(details)* 
Number of Directors 
present* 
Number of independent 
directors present* 
 
Date(s) of meeting 
of the committee in 
the previous 
quarter 
Maximum gap between any 
two consecutive meetings 
in number of days** 
 Yes / No     
* to be filled in only for the current quarter meetings 
** This information has to be mandatorily be given for audit committee and Risk Management Committee, for rest of the committees  giving this information is optional","""meeting committee quorum directors"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_2_5,"Page 3 of 132 
 
Table of Contents 
 
Chapter 1: Non-compliance with certain provision of SEBI ICDR Regulations ............... 6 
Chapter 2: Streamlining the process of Rights Issue ................................ .........................  8 
Chapter 3: Disclosures in offer document ................................ ................................ .......... 10 
Chapter 4: Online Filing System, Guidelines for returning of draft offer document and 
resubmission and Audiovisual (AV) presentation of Disclosures ................................ .. 12 
Chapter 5: Compensation to Retail Individual Investors (RIIs) in an IPO ....................... 15 
Chapter 6: Guidelines on issuance of non -convertible debt instruments along with 
warrants (‘NCDs with Warrants’) in terms of Chapter VI – Qualified Institutions 
Placement of SEBI (Issue of Capital and Disclosure Requirements) Regulations, 2018","""SEBI ICDR Regulations"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_117_20,"use case. 
(iii)  We have undertaken the mock trial run of our systems for ASBA with UPI, with the NPCI 
and R egistrar(s) and have s atisfied ourselves that we have adequate s ystems/ infrastructure in 
place to fulfill our responsibilities/ obligations as envisaged in the ASBA facility with UPI as a 
payment mechanism within the timelines specified therein. These responsibilities/ obligations, inter-
alia, include: 
a. Blocking funds to the extent of application money in the bank account specified in the 
UPI Mandate Block Request received from NPCI/PSPs till f inalisation of the basis of 
allotment or withdrawal/ failure of the issue or withdrawal/ rejection of the application, as the 
case may be. 
b. Ensuring that there is a proper segregation of UPI applications/amount/data issue-wise 
in respect of various issues that may be opened simultaneously 
c. Unblocking funds in the bank account specified in the ASBA with UPI, upon receipt of","""ASBA UPI mock trial run"""
/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master Circular for Issue of Capital and Disclosure Requirements.pdf_41_19,"Page 42 of 132 
 
Details of WACA of all shares transacted over the trailing eighteen months from the date of RHP 
 
Period 
Weighted Average 
Cost of Acquisition 
(in Rs.) 
Upper End of the 
Price Band is ‘X’ 
times the WACA 
Range of acquisition 
price Lowest Price- Highest 
Price (in Rs.) 
Trailing Eighteen 
Month from the date of 
RHP 
   
WACA: Weighted Average Cost of Acquisition shall be calculated on fully diluted basis for the trailing eighteen months 
from the date of RHP. 
 
 
RISKS IN RELATION TO THE FIRST OFFER 
The face value of the Equity Shares is x . The Floor Price, Cap Price and Offer Price determined by our 
Company and the Selli ng Shareholders, in consultati on with the BRLM’s, on the basis of the assessment of 
market demand for the Equity Shares by way of the Book Building Process, as state d under “Basis for Offe r 
Price” on page xx should not be considered to be indicat ive of the market price of the Equity Shares after listing.","""WACA calculation"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_69_3","Page 70 of 261 
 
  Name (Xyz)                               NA         
(h) Sovereign 
Wealth 
Funds 
                              NA         
  Name (Xyz)                               NA         
(i) NBFCs 
registered 
with RBI 
                              NA         
  Name (Xyz)                               NA         
(j) Other 
Financial 
Institutions 
                              NA         
  Name (Xyz)                               NA         
(k) Any Other 
(specify) 
                              NA         
  Name (Xyz)                               NA         
  Sub-Total 
B(1) 
                              NA         
(2) Institutions 
(Foreign) 
                              NA         
(a) Foreign 
Direct 
Investment 
                              NA         
  Name (Xyz)                               NA         
(b) Foreign 
Venture 
Capital 
Investors 
                              NA         
  Name (Xyz)                               NA","""sovereign wealth funds or nbfc or other financial institutions"""
"/Users/midhunln/Documents/rag20march_with_eval/Ingestion_plus_Retriever_eval/Documents/Master circular for compliance with the provisions of the Securities and Exchange Board of India (Listing Obligations and Disclosure Requirements) Regulations, 2015 by listed entities.pdf_215_23","g) in case of issuance of debt securities or other non-convertible securities the listed 
entity shall disclose following additional details to the stock exchange(s):  
i. size of the issue;","""debt securities issuance disclosure requirements"""
